Severity,Site Name,Source System,Life Span (minutes),Alarm Name,Alarmed Object Name,Alarmed Object Type,Alarm Type,Specific Problem,Is Service Affecting,Previous Severity,Number Of Occurrences,is_active,Probable Cause Merged,First Time Detected Clean,hour,dayofweek,Next Alarm Timestamp,Next Alarm Unix,This Alarm Unix
0,2749,1,76054,54,53055,17,2,1287,0.0,4,53,0,36,2024-10-11 09:55:38,9,4,2024-10-11 09:55:39,1728640539,1728640538
0,2493,1,76054,54,50905,17,2,1287,0.0,4,53,0,36,2024-10-11 09:55:39,9,4,2024-10-11 09:56:51,1728640611,1728640539
0,1668,1,76053,52,47810,17,2,1248,0.0,4,53,0,33,2024-10-11 09:56:51,9,4,2024-10-12 13:54:29,1728741269,1728640611
0,2214,1,74108,27,69595,17,2,922,0.0,4,52,0,94,2024-10-12 13:54:29,13,5,2024-10-12 14:02:24,1728741744,1728741269
0,2214,1,74099,39,69591,17,2,942,0.0,4,52,0,21,2024-10-12 14:02:24,14,5,2024-10-17 07:14:17,1729149257,1728741744
0,2438,1,67274,52,50491,17,2,1248,0.0,4,47,0,33,2024-10-17 07:14:17,7,3,2024-10-17 09:09:13,1729156153,1729149257
0,968,1,67461,52,65143,17,2,1248,0.0,4,47,0,33,2024-10-17 09:09:13,9,3,2024-10-17 14:44:59,1729176299,1729156153
0,402,1,67125,54,60372,17,2,1287,0.0,4,47,0,36,2024-10-17 14:44:59,14,3,2024-10-17 14:45:00,1729176300,1729176299
0,247,1,67125,54,57109,17,2,1287,0.0,4,47,0,36,2024-10-17 14:45:00,14,3,2024-10-17 23:38:46,1729208326,1729176300
0,402,1,66591,43,60368,17,2,1028,0.0,4,47,0,26,2024-10-17 23:38:46,23,3,2024-10-20 15:31:53,1729438313,1729208326
0,1446,1,61318,41,47533,17,2,960,0.0,4,44,0,23,2024-10-20 15:31:53,15,6,2024-10-20 15:32:11,1729438331,1729438313
0,1446,1,62054,54,47584,17,2,1287,0.0,4,44,0,36,2024-10-20 15:32:11,15,6,2024-10-20 21:45:08,1729460708,1729438331
0,1668,1,61812,54,47804,17,2,1287,0.0,4,44,0,36,2024-10-20 21:45:08,21,6,2024-10-21 05:30:18,1729488618,1729460708
0,269,1,61938,52,58693,17,2,1248,0.0,4,41,0,33,2024-10-21 05:30:18,5,0,2024-10-22 10:39:52,1729593592,1729488618
0,890,1,60170,52,46767,17,2,1248,0.0,4,41,0,33,2024-10-22 10:39:52,10,1,2024-10-22 10:39:56,1729593596,1729593592
0,768,1,60170,52,62753,17,2,1248,0.0,4,42,0,33,2024-10-22 10:39:56,10,1,2024-10-22 16:24:46,1729614286,1729593596
0,835,1,59825,26,64003,17,2,904,0.0,4,42,0,17,2024-10-22 16:24:46,16,1,2024-10-23 02:38:40,1729651120,1729614286
0,245,1,57509,324,91096,24,0,667,0.0,4,2,0,57,2024-10-23 02:38:40,2,2,2024-10-23 05:30:19,1729661419,1729651120
0,2568,1,59040,55,77495,17,2,1291,0.0,4,41,0,94,2024-10-23 05:30:19,5,2,2024-10-24 12:02:38,1729771358,1729661419
0,835,1,57207,52,63987,17,2,1248,0.0,4,40,0,33,2024-10-24 12:02:38,12,3,2024-10-24 12:20:33,1729772433,1729771358
0,680,1,57189,52,62260,17,2,1248,0.0,4,40,0,33,2024-10-24 12:20:33,12,3,2024-10-24 17:18:55,1729790335,1729772433
0,187,1,55901,233,88628,17,2,485,0.0,4,801,0,94,2024-10-24 17:18:55,17,3,2024-10-26 05:48:51,1729921731,1729790335
0,380,1,54701,52,60189,17,2,1248,0.0,4,38,0,33,2024-10-26 05:48:51,5,5,2024-10-29 01:51:40,1730166700,1729921731
0,2187,1,49902,167,68733,17,1,276,0.0,3,14,0,97,2024-10-29 01:51:40,1,1,2024-10-31 12:38:09,1730378289,1730166700
0,835,1,47092,52,63986,17,2,1248,0.0,4,33,0,33,2024-10-31 12:38:09,12,3,2024-10-31 12:38:10,1730378290,1730378289
0,2249,1,47092,52,49041,17,2,1248,0.0,4,33,0,33,2024-10-31 12:38:10,12,3,2024-11-02 18:22:49,1730571769,1730378290
0,324,1,43867,52,59610,17,2,1248,0.0,4,31,0,33,2024-11-02 18:22:49,18,5,2024-11-02 18:22:50,1730571770,1730571769
0,768,1,43867,52,62751,17,2,1248,0.0,4,31,0,33,2024-11-02 18:22:50,18,5,2024-11-03 05:30:00,1730611800,1730571770
0,18,1,43200,39,87673,17,2,942,0.0,4,29,0,21,2024-11-03 05:30:00,5,6,2024-11-03 05:30:20,1730611820,1730611800
0,2703,1,43200,55,78445,17,2,1291,0.0,4,30,0,94,2024-11-03 05:30:20,5,6,2024-11-03 10:24:35,1730629475,1730611820
0,81,1,42905,41,87935,17,2,960,0.0,4,30,0,23,2024-11-03 10:24:35,10,6,2024-11-03 15:18:35,1730647115,1730629475
0,2356,1,42389,39,73243,17,2,942,0.0,4,36,0,21,2024-11-03 15:18:35,15,6,2024-11-04 06:02:38,1730700158,1730647115
0,902,1,41727,52,64335,17,2,1248,0.0,4,29,0,33,2024-11-04 06:02:38,6,0,2024-11-07 11:58:43,1730980723,1730700158
0,2438,1,36750,41,50420,17,2,960,0.0,4,26,0,23,2024-11-07 11:58:43,11,3,2024-11-07 14:20:27,1730989227,1730980723
0,2438,1,36608,43,50421,17,2,1028,0.0,4,26,0,26,2024-11-07 14:20:27,14,3,2024-11-08 05:30:00,1731043800,1730989227
0,2407,1,36000,39,74611,17,2,948,0.0,4,24,0,21,2024-11-08 05:30:00,5,4,2024-11-09 01:24:00,1731115440,1731043800
0,2251,1,34538,29,70744,17,2,925,0.0,4,25,0,18,2024-11-09 01:24:00,1,5,2024-11-09 01:24:01,1731115441,1731115440
0,2251,1,34538,26,70743,17,2,905,0.0,4,25,0,17,2024-11-09 01:24:01,1,5,2024-11-09 01:24:02,1731115442,1731115441
0,2251,1,34538,26,70745,17,2,904,0.0,4,25,0,17,2024-11-09 01:24:02,1,5,2024-11-09 10:06:42,1731146802,1731115442
0,269,1,34302,26,58691,17,2,904,0.0,4,22,0,17,2024-11-09 10:06:42,10,5,2024-11-09 10:38:22,1731148702,1731146802
0,245,1,34256,255,91436,17,2,500,0.0,4,22,0,39,2024-11-09 10:38:22,10,5,2024-11-09 10:38:26,1731148706,1731148702
0,245,1,34256,255,91589,17,2,500,0.0,4,22,0,39,2024-11-09 10:38:26,10,5,2024-11-09 10:38:28,1731148708,1731148706
0,245,1,34256,255,91401,17,2,500,0.0,4,23,0,39,2024-11-09 10:38:28,10,5,2024-11-09 10:39:04,1731148744,1731148708
0,245,1,34256,255,91390,17,2,500,0.0,4,23,0,39,2024-11-09 10:39:04,10,5,2024-11-09 18:43:28,1731177808,1731148744
0,291,1,33767,52,59246,17,2,1248,0.0,4,24,0,33,2024-11-09 18:43:28,18,5,2024-11-10 05:30:00,1731216600,1731177808
0,29,1,33120,39,87719,17,2,945,0.0,4,23,0,21,2024-11-10 05:30:00,5,6,2024-11-10 17:17:51,1731259071,1731216600
0,369,1,31417,324,59956,16,0,660,0.0,4,201,0,105,2024-11-10 17:17:51,17,6,2024-11-11 06:42:53,1731307373,1731259071
0,1335,1,31607,52,47437,17,2,1248,0.0,4,23,0,33,2024-11-11 06:42:53,6,0,2024-11-11 06:42:54,1731307374,1731307373
0,2638,1,31607,52,51693,17,2,1248,0.0,4,22,0,33,2024-11-11 06:42:54,6,0,2024-11-11 09:43:15,1731318195,1731307374
0,2438,1,31125,52,50505,17,2,1248,0.0,4,22,0,33,2024-11-11 09:43:15,9,0,2024-11-11 14:49:47,1731336587,1731318195
0,569,1,31120,52,61557,17,2,1248,0.0,4,22,0,33,2024-11-11 14:49:47,14,0,2024-11-11 14:49:51,1731336591,1731336587
0,291,1,31120,52,59262,17,2,1248,0.0,4,22,0,33,2024-11-11 14:49:51,14,0,2024-11-12 07:13:46,1731395626,1731336591
0,209,1,30136,232,89589,17,2,484,0.0,4,19,0,36,2024-11-12 07:13:46,7,1,2024-11-12 10:21:59,1731406919,1731395626
0,624,1,29948,52,61912,17,2,1248,0.0,4,20,0,33,2024-11-12 10:21:59,10,1,2024-11-12 12:11:21,1731413481,1731406919
0,91,1,29839,52,55771,17,2,1248,0.0,4,21,0,33,2024-11-12 12:11:21,12,1,2024-11-12 12:11:25,1731413485,1731413481
0,824,1,29839,52,63720,17,2,1248,0.0,4,21,0,33,2024-11-12 12:11:25,12,1,2024-11-12 18:18:36,1731435516,1731413485
0,2871,1,29471,41,53516,17,2,960,0.0,4,4,0,23,2024-11-12 18:18:36,18,1,2024-11-13 00:48:50,1731458930,1731435516
0,358,1,28445,54,59888,17,2,1287,0.0,4,19,0,36,2024-11-13 00:48:50,0,2,2024-11-13 01:49:20,1731462560,1731458930
0,2187,1,28304,167,68722,17,1,276,0.0,3,11,0,97,2024-11-13 01:49:20,1,2,2024-11-13 01:49:22,1731462562,1731462560
0,2187,1,28304,167,68734,17,1,276,0.0,3,11,0,97,2024-11-13 01:49:22,1,2,2024-11-13 01:49:24,1731462564,1731462562
0,2187,1,28304,167,68735,17,1,276,0.0,3,11,0,97,2024-11-13 01:49:24,1,2,2024-11-13 01:49:26,1731462566,1731462564
0,2187,1,28304,167,68726,17,1,276,0.0,3,11,0,97,2024-11-13 01:49:26,1,2,2024-11-13 01:49:30,1731462570,1731462566
0,2187,1,28304,167,68730,17,1,276,0.0,3,11,0,97,2024-11-13 01:49:30,1,2,2024-11-13 02:15:35,1731464135,1731462570
0,2919,1,28994,55,87482,17,2,1317,0.0,4,21,0,94,2024-11-13 02:15:35,2,2,2024-11-13 05:30:00,1731475800,1731464135
0,81,1,28800,39,87933,17,2,950,0.0,4,20,0,21,2024-11-13 05:30:00,5,2,2024-11-13 05:30:01,1731475801,1731475800
0,2444,1,28800,39,75386,17,2,942,0.0,4,2,0,21,2024-11-13 05:30:01,5,2,2024-11-13 05:41:30,1731476490,1731475801
0,1113,1,28242,52,47228,17,2,1248,0.0,4,20,0,33,2024-11-13 05:41:30,5,2,2024-11-13 10:42:28,1731494548,1731476490
0,269,1,28506,52,58672,17,2,1248,0.0,4,17,0,33,2024-11-13 10:42:28,10,2,2024-11-13 10:42:31,1731494551,1731494548
0,291,1,28487,52,59242,17,2,1248,0.0,4,20,0,33,2024-11-13 10:42:31,10,2,2024-11-13 12:44:13,1731501853,1731494551
0,2438,1,28366,52,50474,17,2,1248,0.0,4,20,0,33,2024-11-13 12:44:13,12,2,2024-11-13 13:26:54,1731504414,1731501853
0,269,1,28342,52,58712,17,2,1248,0.0,4,19,0,33,2024-11-13 13:26:54,13,2,2024-11-13 13:27:05,1731504425,1731504414
0,291,1,28323,52,59271,17,2,1248,0.0,4,20,0,33,2024-11-13 13:27:05,13,2,2024-11-13 13:53:44,1731506024,1731504425
0,2704,1,26691,9,52687,17,2,734,0.0,4,2,0,140,2024-11-13 13:53:44,13,2,2024-11-13 15:26:14,1731511574,1731506024
0,358,1,26764,41,59878,17,2,960,0.0,4,20,0,23,2024-11-13 15:26:14,15,2,2024-11-14 06:02:17,1731564137,1731511574
0,402,1,27328,52,60422,17,2,1248,0.0,4,19,0,33,2024-11-14 06:02:17,6,3,2024-11-14 13:13:49,1731590029,1731564137
0,2389,1,25936,41,74328,17,2,960,0.0,4,26,0,23,2024-11-14 13:13:49,13,3,2024-11-14 13:19:38,1731590378,1731590029
0,624,1,26890,52,61914,17,2,1248,0.0,4,18,0,33,2024-11-14 13:19:38,13,3,2024-11-14 16:20:20,1731601220,1731590378
0,2645,1,25585,41,78126,17,2,962,0.0,4,18,0,23,2024-11-14 16:20:20,16,3,2024-11-14 17:46:09,1731606369,1731601220
0,2310,1,26624,41,71600,17,2,960,0.0,4,20,0,23,2024-11-14 17:46:09,17,3,2024-11-14 23:34:53,1731627293,1731606369
0,2482,1,26275,54,50831,17,2,1287,0.0,4,19,0,36,2024-11-14 23:34:53,23,3,2024-11-15 05:30:19,1731648619,1731627293
0,81,1,25920,55,87936,17,2,1291,0.0,4,18,0,94,2024-11-15 05:30:19,5,4,2024-11-15 10:07:21,1731665241,1731648619
0,624,1,25643,52,61910,17,2,1248,0.0,4,18,0,33,2024-11-15 10:07:21,10,4,2024-11-15 13:01:04,1731675664,1731665241
0,1113,1,24922,29,47065,17,2,925,0.0,4,18,0,18,2024-11-15 13:01:04,13,4,2024-11-15 15:56:47,1731686207,1731675664
0,91,1,25293,41,55409,17,2,960,0.0,4,18,0,23,2024-11-15 15:56:47,15,4,2024-11-15 19:24:39,1731698679,1731686207
0,91,1,25085,41,55493,17,2,960,0.0,4,18,0,23,2024-11-15 19:24:39,19,4,2024-11-15 19:24:40,1731698680,1731698679
0,91,1,25085,41,55469,17,2,960,0.0,4,18,0,23,2024-11-15 19:24:40,19,4,2024-11-16 00:16:13,1731716173,1731698680
0,2194,1,24794,56,48453,17,2,1363,0.0,4,18,0,133,2024-11-16 00:16:13,0,5,2024-11-16 00:16:16,1731716176,1731716173
0,2194,1,24794,56,48450,17,2,1363,0.0,4,18,0,133,2024-11-16 00:16:16,0,5,2024-11-16 00:16:31,1731716191,1731716176
0,2194,1,24793,54,48504,17,2,1287,0.0,4,18,0,36,2024-11-16 00:16:31,0,5,2024-11-16 00:16:35,1731716195,1731716191
0,2194,1,24793,54,48521,17,2,1287,0.0,4,18,0,36,2024-11-16 00:16:35,0,5,2024-11-16 00:24:30,1731716670,1731716195
0,2211,1,24528,41,69554,17,2,960,0.0,4,18,0,23,2024-11-16 00:24:30,0,5,2024-11-16 05:30:01,1731735001,1731716670
0,2194,1,24480,58,48445,17,2,1371,0.0,4,17,0,135,2024-11-16 05:30:01,5,5,2024-11-16 05:36:53,1731735413,1731735001
0,546,1,23033,56,61124,17,2,1363,0.0,4,18,0,133,2024-11-16 05:36:53,5,5,2024-11-16 07:32:15,1731742335,1731735413
0,546,1,23478,54,61249,17,2,1287,0.0,4,17,0,36,2024-11-16 07:32:15,7,5,2024-11-16 07:32:28,1731742348,1731742335
0,546,1,23478,54,61248,17,2,1287,0.0,4,17,0,36,2024-11-16 07:32:28,7,5,2024-11-16 07:32:35,1731742355,1731742348
0,2493,1,24357,29,50909,17,2,925,0.0,4,17,0,18,2024-11-16 07:32:35,7,5,2024-11-16 10:51:59,1731754319,1731742355
0,291,1,24158,52,59270,17,2,1248,0.0,4,17,0,33,2024-11-16 10:51:59,10,5,2024-11-17 00:21:47,1731802907,1731754319
0,546,1,21908,58,61124,17,2,1371,0.0,4,18,0,135,2024-11-17 00:21:47,0,6,2024-11-17 05:30:01,1731821401,1731802907
0,26,1,23040,58,87697,17,2,1371,0.0,4,15,0,135,2024-11-17 05:30:01,5,6,2024-11-17 05:30:11,1731821411,1731821401
0,245,1,23248,255,91547,17,2,500,0.0,4,14,0,39,2024-11-17 05:30:11,5,6,2024-11-17 11:03:48,1731841428,1731821411
0,968,1,22706,52,65140,17,2,1248,0.0,4,16,0,33,2024-11-17 11:03:48,11,6,2024-11-17 11:03:49,1731841429,1731841428
0,680,1,22706,52,62261,17,2,1248,0.0,4,16,0,33,2024-11-17 11:03:49,11,6,2024-11-18 05:30:01,1731907801,1731841429
0,2913,1,21600,39,87472,17,2,942,0.0,4,15,0,21,2024-11-18 05:30:01,5,0,2024-11-18 06:01:56,1731909716,1731907801
0,2,1,21568,52,46165,17,2,1248,0.0,4,15,0,33,2024-11-18 06:01:56,6,0,2024-11-18 06:01:57,1731909717,1731909716
0,569,1,21568,52,61562,17,2,1248,0.0,4,15,0,33,2024-11-18 06:01:57,6,0,2024-11-18 07:53:33,1731916413,1731909717
0,226,1,21456,222,90337,17,2,475,0.0,4,15,0,94,2024-11-18 07:53:33,7,0,2024-11-18 07:58:38,1731916718,1731916413
0,2438,1,21150,39,50423,17,2,942,0.0,4,15,0,21,2024-11-18 07:58:38,7,0,2024-11-18 13:13:02,1731935582,1731916718
0,2425,1,20239,147,74920,17,0,168,0.0,3,2,0,89,2024-11-18 13:13:02,13,0,2024-11-18 16:27:08,1731947228,1731935582
0,2236,1,20045,153,70413,17,0,208,1.0,0,2,0,65,2024-11-18 16:27:08,16,0,2024-11-18 17:20:25,1731950425,1731947228
0,547,1,20890,43,94389,17,2,1033,0.0,4,15,0,26,2024-11-18 17:20:25,17,0,2024-11-19 01:02:43,1731978163,1731950425
0,1113,1,19881,41,47044,17,2,960,0.0,4,15,0,23,2024-11-19 01:02:43,1,1,2024-11-19 01:35:37,1731980137,1731978163
0,946,1,19257,324,64450,24,0,669,0.0,2,2,0,58,2024-11-19 01:35:37,1,1,2024-11-19 04:18:38,1731989918,1731980137
0,946,1,20231,52,64704,17,2,1248,0.0,4,15,0,33,2024-11-19 04:18:38,4,1,2024-11-19 05:34:16,1731994456,1731989918
0,458,1,20156,52,60814,17,2,1248,0.0,4,14,0,33,2024-11-19 05:34:16,5,1,2024-11-19 06:06:27,1731996387,1731994456
0,680,1,20124,26,62258,17,2,904,0.0,4,14,0,17,2024-11-19 06:06:27,6,1,2024-11-19 09:08:17,1732007297,1731996387
0,1113,1,19395,29,47161,17,2,925,0.0,4,14,0,18,2024-11-19 09:08:17,9,1,2024-11-19 11:08:13,1732014493,1732007297
0,2,1,19822,52,46155,17,2,1248,0.0,4,14,0,33,2024-11-19 11:08:13,11,1,2024-11-19 12:07:28,1732018048,1732014493
0,269,1,19781,52,58692,17,2,1248,0.0,4,13,0,33,2024-11-19 12:07:28,12,1,2024-11-19 15:05:43,1732028743,1732018048
0,238,1,19586,232,90915,17,2,484,0.0,4,3,0,36,2024-11-19 15:05:43,15,1,2024-11-19 15:05:44,1732028744,1732028743
0,215,1,19584,232,89869,17,2,484,0.0,4,14,0,36,2024-11-19 15:05:44,15,1,2024-11-19 16:49:43,1732034983,1732028744
0,646,1,19480,58,62025,17,2,1371,0.0,4,14,0,135,2024-11-19 16:49:43,16,1,2024-11-19 18:33:42,1732041222,1732034983
0,402,1,19376,52,60381,17,2,1248,0.0,4,14,0,33,2024-11-19 18:33:42,18,1,2024-11-19 18:33:46,1732041226,1732041222
0,147,1,19376,52,56342,17,2,1248,0.0,4,14,0,33,2024-11-19 18:33:46,18,1,2024-11-19 21:10:48,1732050648,1732041226
0,215,1,19219,232,89861,17,2,484,0.0,4,14,0,36,2024-11-19 21:10:48,21,1,2024-11-20 05:30:00,1732080600,1732050648
0,2600,1,18720,39,77811,17,2,953,0.0,4,13,0,21,2024-11-20 05:30:00,5,2,2024-11-20 06:36:11,1732084571,1732080600
0,591,1,18654,52,61746,17,2,1248,0.0,4,13,0,33,2024-11-20 06:36:11,6,2,2024-11-20 07:04:27,1732086267,1732084571
0,1335,1,18626,52,47450,17,2,1248,0.0,4,14,0,33,2024-11-20 07:04:27,7,2,2024-11-20 07:31:32,1732087892,1732086267
0,358,1,18598,29,59882,17,2,925,0.0,4,13,0,18,2024-11-20 07:31:32,7,2,2024-11-20 07:31:40,1732087900,1732087892
0,358,1,18598,29,59881,17,2,925,0.0,4,13,0,18,2024-11-20 07:31:40,7,2,2024-11-20 10:11:16,1732097476,1732087900
0,824,1,18439,52,63718,17,2,1248,0.0,4,13,0,33,2024-11-20 10:11:16,10,2,2024-11-20 10:11:23,1732097483,1732097476
0,91,1,18439,52,55770,17,2,1248,0.0,4,13,0,33,2024-11-20 10:11:23,10,2,2024-11-20 10:28:22,1732098502,1732097483
0,2249,1,18422,52,49038,17,2,1248,0.0,4,13,0,33,2024-11-20 10:28:22,10,2,2024-11-20 12:52:00,1732107120,1732098502
0,835,1,18278,52,63998,17,2,1248,0.0,4,13,0,33,2024-11-20 12:52:00,12,2,2024-11-20 16:24:02,1732119842,1732107120
0,215,1,16856,324,89792,24,0,667,0.0,4,3,0,57,2024-11-20 16:24:02,16,2,2024-11-21 01:34:48,1732152888,1732119842
0,569,1,17515,52,61585,17,2,1248,0.0,4,13,0,33,2024-11-21 01:34:48,1,3,2024-11-21 05:30:00,1732167000,1732152888
0,545,1,17280,43,94388,17,2,1036,0.0,4,12,0,26,2024-11-21 05:30:00,5,3,2024-11-21 05:30:01,1732167001,1732167000
0,2002,1,17280,39,67834,17,2,942,0.0,4,12,0,21,2024-11-21 05:30:01,5,3,2024-11-21 09:18:42,1732180722,1732167001
0,968,1,17051,52,65176,17,2,1248,0.0,4,12,0,33,2024-11-21 09:18:42,9,3,2024-11-21 09:18:44,1732180724,1732180722
0,2227,1,17051,52,48856,17,2,1248,0.0,4,12,0,33,2024-11-21 09:18:44,9,3,2024-11-21 12:34:40,1732192480,1732180724
0,1718,1,15175,56,138,17,2,1363,0.0,4,4,0,134,2024-11-21 12:34:40,12,3,2024-11-21 12:40:30,1732192830,1732192480
0,835,1,16850,29,63931,17,2,925,0.0,4,12,0,18,2024-11-21 12:40:30,12,3,2024-11-22 01:07:49,1732237669,1732192830
0,2316,1,16102,52,49899,17,2,1248,0.0,4,12,0,33,2024-11-22 01:07:49,1,4,2024-11-22 02:49:03,1732243743,1732237669
0,180,1,14923,324,56609,16,0,660,0.0,4,40,0,105,2024-11-22 02:49:03,2,4,2024-11-22 05:30:00,1732253400,1732243743
0,2468,1,15840,39,75863,17,2,942,0.0,4,11,0,21,2024-11-22 05:30:00,5,4,2024-11-22 05:30:01,1732253401,1732253400
0,1285,1,15840,39,100845,17,2,942,0.0,4,11,0,21,2024-11-22 05:30:01,5,4,2024-11-22 05:30:20,1732253420,1732253401
0,2892,1,15840,51,87386,17,2,1246,0.0,4,11,0,94,2024-11-22 05:30:20,5,4,2024-11-22 05:33:22,1732253602,1732253420
0,2316,1,15837,52,49905,17,2,1248,0.0,4,11,0,33,2024-11-22 05:33:22,5,4,2024-11-22 05:53:02,1732254782,1732253602
0,2882,1,15817,52,53792,17,2,1248,0.0,4,11,0,33,2024-11-22 05:53:02,5,4,2024-11-22 05:53:03,1732254783,1732254782
0,2704,1,15817,52,52732,17,2,1248,0.0,4,11,0,33,2024-11-22 05:53:03,5,4,2024-11-22 05:53:06,1732254786,1732254783
0,2682,1,15817,52,52242,17,2,1248,0.0,4,11,0,33,2024-11-22 05:53:06,5,4,2024-11-22 05:53:07,1732254787,1732254786
